muid,date,conmatch,matchup,prediction,ttq,conf,venue,team1,t1oe,t1de,t1py,t1wp,t1propt,team2,t2oe,t2de,t2py,t2wp,t2propt,tpro,t1qual,t2qual,gp,result,tempo,possessions,t1pts,t2pts,winner,loser,t1adjt,t2adjt,t1adjo,t1adjd,t2adjo,t2adjd,gamevalue,mismatch,blowout,t1elite,t2elite,ord_date,t1ppp,t2ppp,gameppp,t1rk,t2rk,t1gs,t2gs,gamestats,t1fun,t2fun,results
PennMaryland Eastern Shore11-18,11/18/23,Ivy at MEAC,218 Penn at 349 Maryland Eastern Shore,"Penn -6.2, 72-66 (74%)",30.09675919691439,0,0,Penn,104.14583064749093,110.49662325528917,0.3361011805080131,0.0,72.19605799484258,Maryland Eastern Shore,91.176227046137,105.87221347826024,0.1520587559354708,1.0,65.9660116311733,68.51030834655772,,,1,"Maryland Eastern Shore, 83-80",71.69999999999999,80.6625,80.0,83.0,Maryland Eastern Shore,Penn,69.98758930033429,74.01930710152344,99.23943010480768,116.66487396920188,96.26595568218636,100.8844815408864,1.0,0.0,1.0,0.9738358648641308,0.9599700086587336,738842,0.9917867658453432,1.0289787695645436,1.0103827677049435,218,349,0.13466156727207101,0.3684421350710297,"[u'11/18/2023', 225, u'Penn', u'Maryland Eastern Shore', 27, 61, 8, 29, 18, 30, 15, 29, 44, 14, 11, 4, 21, 16, 80, 31, 67, 8, 24, 13, 17, 10, 25, 35, 14, 9, 1, 15, 19, 83, 80.6625, u'', u'Maryland Eastern Shore', u'Penn']",0.7384304751984897,0.2615695248015103,"['PennMaryland Eastern Shore11-18', '11/18/23', 'Penn -6.1, 72-66 (74%)', 71.88388990621795, 65.77363219443785, 80.0, 83.0, 212.0, 349.0, 71.15636402498914, 32.15109781598867]"
WagnerSeton Hall11-18,11/18/23,NEC at BE,278 Wagner at 68 Seton Hall,"Seton Hall -15.3, 72-57 (94%)",29.157663564549043,0,0,Wagner,95.42449230855036,106.6718084239658,0.2173207215925338,0.0,56.77337085476466,Seton Hall,109.94465572311334,96.80971549544078,0.8120127903163215,1.0,72.07583134577487,64.30314244754287,,,1,"Seton Hall, 72-51",62.25,62.25,51.0,72.0,Seton Hall,Wagner,63.074202968397714,65.95965933167201,77.29459894544965,89.46412282460358,92.2090131295787,78.41664076186746,0.8377028519440366,0.1893841374475751,0.8377028519440366,0.607106745632712,0.9776407975242032,738842,0.8192771084337349,1.1566265060240963,0.9879518072289156,278,68,0.15690271259060726,0.8656752903929494,"[u'11/18/2023', 200, u'Wagner', u'Seton Hall', 19, 61, 6, 26, 7, 9, 13, 18, 31, 10, 8, 2, 9, 15, 51, 28, 58, 6, 19, 10, 11, 12, 31, 43, 15, 5, 1, 12, 12, 72, 62.25, u'', u'Seton Hall', u'Wagner']",0.0603985369108662,0.9396014630891338,"['WagnerSeton Hall11-18', '11/18/23', 'Seton Hall -16.2, 73-57 (95%)', 57.07597307220452, 73.26378531566948, 51.0, 72.0, 275.0, 60.0, 66.44146214197471, 30.589377276957975]"
North Carolina CentralLongwood11-18,11/18/23,MEAC at BSth,314 North Carolina Central at 196 Longwood,"Longwood -10.2, 71-61 (86%)",25.031995173367527,0,0,North Carolina Central,94.57204149741384,109.47253839103756,0.1567533239513898,0.0,60.77131241490337,Longwood,103.1909913919144,102.26914167502426,0.5257761555478901,1.0,70.98036260233647,65.74421717413142,,,1,"Longwood, 73-66",63.425,63.425,66.0,73.0,Longwood,North Carolina Central,64.55522217850137,65.43583880369383,105.43401619690874,117.72567859356096,110.97056544867692,114.01515891039872,1.0,0.0,1.0,0.8575529694599267,0.9849192672471384,738842,1.040599132834056,1.150965707528577,1.0957824201813169,314,196,0.21957818742768653,0.422806275456521,"[u'11/18/2023', 200, u'North Carolina Central', u'Longwood', 25, 54, 6, 20, 10, 15, 8, 16, 24, 9, 5, 2, 9, 24, 66, 22, 58, 5, 25, 24, 31, 16, 21, 37, 9, 3, 5, 8, 18, 73, 63.425, u'', u'Longwood', u'North Carolina Central']",0.1435906103454011,0.8564093896545989,"['North Carolina CentralLongwood11-18', '11/18/23', 'Longwood -11.2, 71-60 (88%)', 60.24612315820715, 71.43605404195841, 66.0, 73.0, 331.0, 199.0, 67.47757139001041, 22.979494103199837]"
DetroitOhio11-18,11/18/23,Horz at MAC,323 Detroit at 121 Ohio,"Ohio -17.4, 84-67 (93%)",24.81070539080704,0,0,Detroit,99.46061574281212,116.1166030119428,0.1442313929207529,0.0,66.60595110950041,Ohio,111.82245815948676,103.54688239721604,0.7076941433915612,1.0,83.97465342854683,67.66922167353205,,,1,"Ohio, 71-52",68.225,68.225,52.0,71.0,Ohio,Detroit,67.94401134655162,69.89214747026317,69.55819112061644,85.13754501693548,81.98904651454978,72.41593852941804,0.8865060793336285,0.1269255009416166,0.8865060793336285,0.7338212801605549,0.9863077263011422,738842,0.7621839501648956,1.040674239648223,0.9014290949065592,323,121,0.08913837384572026,0.806563173610523,"[u'11/18/2023', 200, u'Detroit', u'Ohio', 20, 63, 4, 23, 8, 10, 13, 27, 40, 8, 5, 3, 15, 13, 52, 25, 63, 10, 33, 11, 12, 11, 31, 42, 17, 6, 4, 9, 13, 71, 68.225, u'', u'Ohio', u'Detroit']",0.0650831198707633,0.9349168801292368,"['DetroitOhio11-18', '11/18/23', 'Ohio -15.5, 85-69 (91%)', 68.99255026308718, 84.52751804114966, 52.0, 71.0, 303.0, 124.0, 69.77266722387024, 28.004201897594456]"
Alabama A&MLipscomb11-18,11/18/23,SWAC at ASun,346 Alabama A&M at 148 Lipscomb,"Lipscomb -17.7, 87-69 (93%)",24.21802143174696,0,0,Alabama A&M,93.81519404325071,113.14325395027944,0.1039327769420261,0.0,68.9352542873446,Lipscomb,109.61639841947392,105.19271788353312,0.6162634823856122,1.0,86.63367109110399,73.08846530740661,,,1,"Lipscomb, 106-81",79.92500000000001,79.92500000000001,81.0,106.0,Lipscomb,Alabama A&M,77.09312951961715,78.26803528416654,96.22886401570028,125.4782629163782,121.56690549901975,107.8991078991929,0.9753385891128276,0.0246614108871723,0.9753385891128276,0.8060570381627403,0.9905367088029582,738842,1.0134501094776351,1.326243353143572,1.1698467313106036,346,148,0.04512531860764825,0.7976359436429888,"[u'11/18/2023', 200, u'Alabama A&M', u'Lipscomb', 29, 69, 6, 21, 17, 27, 20, 22, 42, 12, 10, 4, 17, 16, 81, 36, 64, 18, 32, 16, 19, 7, 24, 31, 26, 10, 7, 15, 18, 106, 79.92500000000001, u'', u'Lipscomb', u'Alabama A&M']",0.067358639580208,0.932641360419792,"['Alabama A&MLipscomb11-18', '11/18/23', 'Lipscomb -15.8, 82-66 (92%)', 65.82546513269473, 81.58098183103918, 81.0, 106.0, 336.0, 150.0, 72.38094144528488, 25.915504479460584]"
Cal PolyPortland St.11-18,11/18/23,BW vs. BSky,340 Cal Poly vs. 163 Portland St.,"Portland St. -11.0, 74-63 (87%)",24.013797819893902,0,1,Cal Poly,94.21810641754249,110.3030807910856,0.1403212863719324,0.0,62.55176611369786,Portland St.,104.4027874391557,103.99611808202974,0.5112186736810758,1.0,73.51700613258488,66.79660573797138,,,1,"Portland St., 73-57",66.9125,66.9125,57.0,73.0,Portland St.,Cal Poly,66.0124968959922,70.09993561735617,83.80886493130433,111.22851212934772,105.27871593186126,92.50659926332388,1.0,0.0,1.0,0.8958874578453201,0.9821869199021632,738842,0.8518587707827388,1.090977022230525,0.971417896506632,340,163,0.037145789237848045,0.8156741422842722,"[u'11/18/2023', 200, u'Cal Poly', u'Portland St.', 22, 59, 7, 17, 6, 11, 6, 25, 31, 13, 2, 4, 9, 16, 57, 26, 58, 10, 24, 11, 16, 9, 34, 43, 14, 5, 6, 10, 15, 73, 66.9125, u'', u'Portland St.', u'Cal Poly']",0.1349939822724275,0.8650060177275725,"['Cal PolyPortland St.11-18', '11/18/23', 'Portland St. -12.3, 74-62 (89%)', 61.51766182894079, 73.78778971307162, 57.0, 73.0, 350.0, 163.0, 68.5875048368568, 22.234800867247976]"
Northwestern St.Presbyterian11-18,11/18/23,Slnd vs. BSth,357 Northwestern St. vs. 294 Presbyterian,"Presbyterian -7.5, 76-69 (77%)",23.144141977165447,0,1,Northwestern St.,94.38091587239808,114.9775329249594,0.0936318208485026,0.0,68.76062577282678,Presbyterian,98.70219170454384,108.47096558039564,0.252501152654846,1.0,76.2222753531006,70.27622830900226,,,1,"Presbyterian, 78-75",67.0625,67.0625,75.0,78.0,Presbyterian,Northwestern St.,66.66593641009995,66.27209665581589,109.35845124756574,121.6709534776162,104.44814277638189,125.68448495708245,1.0,0.0,1.0,0.9638250019723296,0.9886519888409864,738842,1.1183597390493942,1.16309412861137,1.140726933830382,357,294,0.22671979840063616,0.10636073808560473,"[u'11/18/2023', 200, u'Northwestern St.', u'Presbyterian', 27, 58, 5, 20, 16, 26, 11, 25, 36, 10, 5, 1, 8, 25, 75, 27, 54, 7, 20, 17, 29, 11, 27, 38, 15, 4, 5, 10, 23, 78, 67.0625, u'', u'Presbyterian', u'Northwestern St.']",0.2341977092096973,0.7658022907903026,"['Northwestern St.Presbyterian11-18', '11/18/23', 'Presbyterian -9.2, 74-65 (82%)', 64.72536562887645, 73.90377616057903, 75.0, 78.0, 357.0, 279.0, 69.17167526468668, 17.649497631415628]"
NavyUC San Diego11-18,11/18/23,Pat at BW,327 Navy at 209 UC San Diego,"UC San Diego -10.4, 71-61 (86%)",22.776445081471493,0,0,Navy,91.97520949825594,107.73805604723933,0.1395402623724133,0.0,61.09899802155455,UC San Diego,107.51953851798378,107.6841295652296,0.4956024248502234,1.0,71.46084173119992,64.54727595789224,,,1,"UC San Diego, 73-55",65.075,65.075,55.0,73.0,UC San Diego,Navy,66.7082815596231,67.89758734417951,85.12298567356748,106.16115774846948,105.94583853123828,99.66157911741902,1.0,0.0,1.0,0.8716804870881847,0.9868184664599332,738842,0.8451786400307337,1.1217825585862466,0.9834805993084902,327,209,0.07310769613743187,0.6688967244523747,"[u'11/18/2023', 200, u'Navy', u'UC San Diego', 18, 54, 6, 24, 13, 15, 11, 23, 34, 11, 4, 0, 12, 21, 55, 26, 55, 8, 29, 13, 19, 9, 25, 34, 8, 5, 2, 13, 14, 73, 65.075, u'', u'UC San Diego', u'Navy']",0.141665785342688,0.858334214657312,"['NavyUC San Diego11-18', '11/18/23', 'UC San Diego -12.7, 74-61 (90%)', 61.43575704284, 74.17930415555581, 55.0, 73.0, 335.0, 177.0, 65.41459209092473, 21.25596644323462]"
IUPUIWinthrop11-18,11/18/23,Horz at BSth,338 IUPUI at 156 Winthrop,"Winthrop -16.1, 82-66 (92%)",20.123978688767785,0,0,IUPUI,97.87058094567809,117.22738945607584,0.111510926617237,0.0,66.19716509581316,Winthrop,110.29295512825172,106.23262737578273,0.6061961850002974,1.0,82.32015302240518,66.6186182064006,,,1,"Winthrop, 74-61",66.6625,66.6625,61.0,74.0,Winthrop,IUPUI,67.5314539075324,68.19383805633758,88.55336165468673,106.8258208445814,100.50667783030984,96.11934639232037,1.0,0.0,1.0,0.8125945801330854,0.9897680489642188,738842,0.9150571910744424,1.1100693793362086,1.0125632852053257,338,156,0.1036477914711658,0.6255764602081949,"[u'11/18/2023', 200, u'IUPUI', u'Winthrop', 23, 58, 3, 17, 12, 13, 16, 19, 35, 3, 10, 1, 18, 24, 61, 22, 45, 7, 18, 23, 34, 12, 21, 33, 9, 12, 1, 18, 14, 74, 66.6625, u'', u'Winthrop', u'IUPUI']",0.0753862918625847,0.9246137081374152,"['IUPUIWinthrop11-18', '11/18/23', 'Winthrop -16.2, 84-68 (92%)', 68.0942047340965, 84.27521469210502, 61.0, 74.0, 338.0, 158.0, 69.17702718834425, 22.239716258035866]"
Southern IndianaLa Salle11-18,11/18/23,OVC at A10,350 Southern Indiana at 204 La Salle,"La Salle -15.3, 82-67 (91%)",19.162276622114145,0,0,Southern Indiana,93.79523062508632,114.9563505148548,0.0879005794348005,0.0,67.06153790957288,La Salle,107.44693452203512,107.21723618298604,0.5061523974327826,1.0,82.36735930642934,69.77413537495278,,,1,"La Salle, 79-78",68.9125,68.9125,78.0,79.0,La Salle,Southern Indiana,69.45981559595181,67.64747366573306,110.60105172678873,111.49279788149175,104.20963522239796,126.42795381011784,1.0,0.0,1.0,0.8668855883044569,0.9921245488215006,738842,1.1318701251587158,1.1463812806094686,1.1391257028840922,350,204,0.4769290015106463,0.09774084984591373,"[u'11/18/2023', 200, u'Southern Indiana', u'La Salle', 32, 60, 10, 23, 4, 6, 5, 27, 32, 20, 3, 3, 11, 19, 78, 27, 57, 7, 18, 18, 21, 5, 24, 29, 13, 4, 3, 7, 13, 79, 68.9125, u'', u'La Salle', u'Southern Indiana']",0.0859473375184956,0.9140526624815044,"['Southern IndianaLa Salle11-18', '11/18/23', 'La Salle -18.7, 83-65 (95%)', 64.82143413954716, 83.48107066834666, 78.0, 79.0, 355.0, 183.0, 70.89899332335969, 15.956143044276907]"
Northern ArizonaVMI11-18,11/18/23,BSky vs. SC,268 Northern Arizona vs. 360 VMI,"Northern Arizona -11.9, 80-68 (86%)",18.181009694429225,0,1,Northern Arizona,99.91461657040212,107.42409660546376,0.3029291446898291,1.0,79.85220309812924,VMI,89.8739695736794,113.54774465798432,0.0636331282890394,0.0,67.9539957054593,73.64540966643771,,,1,"Northern Arizona, 78-69",72.7625,72.7625,78.0,69.0,Northern Arizona,VMI,69.51185524019687,71.399360708981,97.3121473266813,112.25738023601376,93.9176283027668,110.59017425127558,1.0,0.0,1.0,0.9925057572003284,0.953938102972959,738842,1.0719807593197044,0.9482906717058924,1.0101357155127983,268,360,0.16205588797625606,0.13247491456949323,"[u'11/18/2023', 200, u'Northern Arizona', u'VMI', 28, 60, 6, 23, 16, 27, 9, 22, 31, 13, 5, 4, 11, 19, 78, 29, 63, 3, 19, 8, 12, 15, 29, 44, 8, 6, 0, 17, 23, 69, 72.7625, u'', u'Northern Arizona', u'VMI']",0.8647698202396191,0.1352301797603808,"['Northern ArizonaVMI11-18', '11/18/23', 'Northern Arizona -12.9, 81-68 (88%)', 81.00136446471704, 68.1031018624939, 78.0, 69.0, 257.0, 359.0, 72.83132102229595, 16.060967034967614]"
Coppin St.Eastern Illinois11-18,11/18/23,MEAC vs. OVC,361 Coppin St. vs. 316 Eastern Illinois,"Eastern Illinois -7.4, 69-61 (79%)",14.491429889903936,0,1,Coppin St.,88.57788459001483,112.11128980515495,0.0624143480176332,0.0,61.39392476319109,Eastern Illinois,98.03459260588345,110.7014970024086,0.19822185709974,1.0,68.81376135069686,65.51080223200108,,,1,"Eastern Illinois, 48-46",59.7,59.7,46.0,48.0,Eastern Illinois,Coppin St.,61.379298569328064,61.19239963575553,73.24542429707812,85.34140740388577,74.625937510782,91.5395321957957,1.0,0.0,1.0,0.9732646563503018,0.9926577274145862,738842,0.7705192629815745,0.8040201005025125,0.7872696817420435,361,316,0.14707789389245784,0.08712523884968364,"[u'11/18/23', 200, u'Coppin St.', u'Eastern Illinois', 16, 49, 4, 19, 10, 14, 12, 18, 30, 8, 13, 3, 16, 14, 46, 18, 40, 5, 14, 7, 10, 5, 24, 29, 11, 7, 3, 20, 13, 48, 59.7, u'', u'Eastern Illinois', u'Coppin St.']",0.2121410179207604,0.7878589820792395,"['Coppin St.Eastern Illinois11-18', '11/18/23', 'Eastern Illinois -7.8, 73-65 (79%)', 65.30394306376277, 73.1436991938065, 46.0, 48.0, 360.0, 321.0, 69.14066745868618, 16.2892799354781]"
Virginia-LynchburgUNC Asheville11-18,11/18/23,D2 at BSth,0 Virginia-Lynchburg at 177 UNC Asheville,UNC Asheville (100%),-3.1569999424142807,99,0,Virginia-Lynchburg,76.986,125.612,0.0035753753149357,0.0,53.67831786765324,UNC Asheville,106.1460256173948,103.72458145424343,0.5659586160471224,1.0,89.6273012303635,70.3350449853644,,,1,"UNC Asheville, 114-59",78.925,78.925,59.0,114.0,UNC Asheville,Virginia-Lynchburg,77.46873811090354,78.925,78.92362029893334,138.94662734667872,117.41419821188398,106.335171100726,0.0,0.0,0.0,0.8365703186839057,0.999704533303322,738842,0.7475451377890403,1.4444092492872982,1.0959771935381692,0,177,-,-,"[u'11/18/2023', 200, u'Virginia-Lynchburg', u'UNC Asheville', 18, 65, 7, 17, 16, 21, 13, 23, 36, 5, 6, 0, 17, 18, 59, 40, 76, 19, 48, 15, 25, 17, 36, 53, 29, 9, 12, 8, 21, 114, 78.925, u'', u'UNC Asheville', u'Virginia-Lynchburg']",0.0027442911206509,0.9972557088793492,"['Virginia-LynchburgUNC Asheville11-18', '11/18/23', 'UNC Asheville (100%)', 53.88289510968829, 91.47806732591053, 59.0, 114.0, 0.0, 159.0, 71.0068333732468, -2.3464478919417573]"
Kentucky St.Western Kentucky11-18,11/18/23,D2 at CUSA,0 Kentucky St. at 200 Western Kentucky,Western Kentucky (100%),-3.447382825246887,99,0,Kentucky St.,76.986,125.612,0.0035753753149357,0.0,53.897550013561926,Western Kentucky,102.52526049298152,102.04656779590556,0.5134516265355088,1.0,88.35291413905031,71.78359172660907,,,1,"Western Kentucky, 95-75",89.0875,89.0875,75.0,95.0,Western Kentucky,Kentucky St.,85.67916945241132,89.0875,87.47112986014952,107.68284436370551,87.89137716949097,115.94482871506776,0.0,0.0,0.0,0.8634787899934925,0.999704533303322,738842,0.8418689490669286,1.066367335484776,0.9541181422758525,0,200,-,-,"[u'11/18/2023', 200, u'Kentucky St.', u'Western Kentucky', 25, 76, 11, 35, 14, 17, 8, 38, 46, 14, 7, 8, 13, 21, 75, 32, 74, 9, 31, 22, 36, 14, 45, 59, 15, 7, 4, 12, 17, 95, 89.0875, u'', u'Western Kentucky', u'Kentucky St.']",0.0033886717030356,0.9966113282969644,"['Kentucky St.Western Kentucky11-18', '11/18/23', 'Western Kentucky (100%)', 53.99793651161977, 88.55248453249843, 75.0, 95.0, 0.0, 202.0, 71.15613911821747, -4.5319418511392335]"
MilliganMiddle Tennessee11-18,11/18/23,D2 at CUSA,0 Milligan at 142 Middle Tennessee,Middle Tennessee (100%),-5.275121858999697,99,0,Milligan,76.986,125.612,0.0035753753149357,0.0,47.55427481118306,Middle Tennessee,104.46797522461604,99.64287617558244,0.6326987706877464,1.0,81.34780911251599,64.86312540601925,,,1,"Middle Tennessee, 88-62",73.7875,73.7875,62.0,88.0,Middle Tennessee,Milligan,78.5359652572524,73.7875,90.08261340874144,117.68454757176436,97.87493551609104,116.5938052822602,0.0,0.0,0.0,0.7948638124795013,0.999704533303322,738842,0.8402507199728952,1.192613925122819,1.016432322547857,0,142,-,-,"[u'11/18/2023', 200, u'Milligan', u'Middle Tennessee', 24, 62, 5, 26, 9, 16, 10, 17, 27, 10, 9, 2, 13, 19, 62, 32, 64, 8, 24, 16, 21, 17, 30, 47, 16, 9, 5, 18, 15, 88, 73.7875, u'', u'Middle Tennessee', u'Milligan']",0.0020787336898159,0.997921266310184,"['MilliganMiddle Tennessee11-18', '11/18/23', 'Middle Tennessee (100%)', 49.79813345307241, 88.58073384887902, 62.0, 88.0, 0.0, 105.0, 68.76077926179785, -0.7482624888415792]"
Lake ErieUtah Tech11-18,11/18/23,D2 at WAC,0 Lake Erie at 271 Utah Tech,Utah Tech (100%),-7.617893690299347,99,0,Lake Erie,76.986,125.612,0.0035753753149357,0.0,54.1186077651161,Utah Tech,98.9984567202995,103.95179153921224,0.3632087038182191,1.0,84.0935016180008,70.75696558767174,,,1,"Utah Tech, 81-69",76.7875,76.7875,69.0,81.0,Utah Tech,Lake Erie,74.9212456167516,76.7875,91.2332300403856,110.66324836340604,87.21691242582246,123.18938132397004,0.0,0.0,0.0,0.9212732145720564,0.999704533303322,738842,0.8985837538661893,1.0548591893211787,0.976721471593684,0,271,-,-,"[u'11/18/2023', 200, u'Lake Erie', u'Utah Tech', 27, 64, 9, 27, 6, 11, 11, 15, 26, 12, 13, 0, 19, 22, 69, 27, 51, 5, 14, 22, 26, 8, 30, 38, 13, 13, 3, 21, 19, 81, 76.7875, u'', u'Utah Tech', u'Lake Erie']",0.0062516474495195,0.9937483525504804,"['Lake ErieUtah Tech11-18', '11/18/23', 'Utah Tech (100%)', 56.045927232562114, 82.80610546028332, 69.0, 81.0, 0.0, 266.0, 71.23593538071243, -7.533976844999529]"
Penn St.-SchuylkillFairleigh Dickinson11-18,11/18/23,D2 at NEC,0 Penn St.-Schuylkill at 311 Fairleigh Dickinson,Fairleigh Dickinson (100%),-9.509556732530548,99,0,Penn St.-Schuylkill,76.986,125.612,0.0035753753149357,0.0,62.14888569557357,Fairleigh Dickinson,106.78345872150403,116.58233864255637,0.2670503619877004,1.0,92.88037111972412,72.4527953858269,,,1,"Fairleigh Dickinson, 124-66",87.3375,87.3375,66.0,124.0,Fairleigh Dickinson,Penn St.-Schuylkill,83.22029882396326,87.3375,70.8030588907805,135.86441448843786,115.49909320962504,107.21931505122792,0.0,0.0,0.0,0.9482379673480726,0.999704533303322,738842,0.755689136968656,1.419779590668384,1.08773436381852,0,311,-,-,"[u'11/18/2023', 200, u'Penn St.-Schuylkill', u'Fairleigh Dickinson', 24, 69, 4, 18, 14, 20, 10, 18, 28, 17, 13, 2, 19, 14, 66, 49, 83, 17, 37, 9, 13, 20, 40, 60, 28, 14, 4, 18, 18, 124, 87.3375, u'', u'Fairleigh Dickinson', u'Penn St.-Schuylkill']",0.009752187464342,0.990247812535658,"['Penn St.-SchuylkillFairleigh Dickinson11-18', '11/18/23', 'Fairleigh Dickinson (100%)', 59.9023888540252, 91.31722677157994, 66.0, 124.0, 0.0, 285.0, 72.24294696613785, -8.817769090099652]"
Kansas St.Miami FL11-19,11/19/23,B12 vs. ACC,50 Kansas St. vs. 45 Miami FL,"Miami FL -0.8, 80-79 (53%)",80.55274788209073,0,1,Kansas St.,112.78182275634484,99.12810795735348,0.8151736902497804,0.0,78.82221640879222,Miami FL,115.88426710714276,100.8007020569429,0.832526059705045,1.0,79.6466056470043,72.54580341421038,Kansas St.,Miami FL,1,"Miami FL, 91-83",73.3125,73.3125,83.0,91.0,Miami FL,Kansas St.,71.2648729885837,71.77148126425325,111.58897126357672,117.23101907283696,137.04721100218896,99.73457043234178,1.0,0.0,1.0,0.644187932237033,0.6711166609337625,738843,1.132139812446718,1.2412617220801363,1.186700767263427,50,45,0.36187639021838247,0.9747867916879889,"[u'11/19/2023', 200, u'Kansas St.', u'Miami FL', 33, 67, 4, 28, 13, 17, 14, 21, 35, 11, 3, 5, 13, 18, 83, 32, 60, 12, 24, 15, 18, 5, 24, 29, 13, 6, 2, 9, 19, 91, 73.3125, u'', u'Miami FL', u'Kansas St.']",0.4701226177744667,0.5298773822255334,"['Kansas St.Miami FL11-19', '11/19/23', 'Kansas St. -0.6, 79-78 (52%)', 78.30209041643096, 77.70393311084435, 83.0, 91.0, 38.0, 46.0, 74.1896196066319, 81.93695784643904]"
St. John'sUtah11-19,11/19/23,BE vs. P12,52 St. John's vs. 39 Utah,"Utah -1.7, 79-77 (56%)",78.45034300644761,0,1,St. John's,113.60981938141109,100.59544160671403,0.8020449162175728,1.0,77.14298062950496,Utah,111.56936360539817,96.64988639720694,0.8390047919357074,0.0,78.85013751460843,73.50984650936695,St. John's,,1,"St. John's, 91-82",76.15,76.15,91.0,82.0,St. John's,Utah,74.33681307469024,73.26119896317857,129.82127272720078,100.59677744118147,111.57084516558648,110.44125700879124,1.0,0.0,1.0,0.6332959572931479,0.6895679320077273,738843,1.1950098489822718,1.0768220617202888,1.1359159553512803,52,39,0.9494510709919974,0.5292226666611646,"[u'11/19/2023', 200, u""St. John's"", u'Utah', 35, 66, 13, 26, 8, 12, 12, 30, 42, 19, 7, 2, 16, 17, 91, 30, 68, 11, 25, 11, 16, 11, 21, 32, 14, 11, 0, 12, 13, 82, 76.15, u'', u""St. John's"", u'Utah']",0.4374008433264125,0.5625991566735875,"[""St. John'sUtah11-19"", '11/19/23', 'Utah -2.3, 77-74 (59%)', 74.30791946583982, 76.65648554804456, 91.0, 82.0, 63.0, 43.0, 73.05005006245813, 74.534977397761]"
Mississippi St.Northwestern11-19,11/19/23,SEC vs. B10,32 Mississippi St. vs. 48 Northwestern,"Mississippi St. -1.3, 65-64 (56%)",74.12307035067931,0,1,Mississippi St.,106.71456757710928,91.32041358112608,0.8571120938290023,1.0,64.92969438474776,Northwestern,112.1717137574574,97.96040361050768,0.8260484032597606,0.0,63.62390321212869,64.98833376183607,Mississippi St.,Northwestern,1,"Mississippi St., 66-57",65.2,65.2,66.0,57.0,Mississippi St.,Northwestern,70.05577584829466,64.46136577935899,102.8090969910947,86.18678771789021,105.86592090910143,94.37531224405944,1.0,0.0,1.0,0.6546061250939232,0.600060289170962,738843,1.012269938650307,0.8742331288343558,0.9432515337423312,32,48,0.8837164784944642,0.7893945236619483,"[u'11/19/2023', 200, u'Mississippi St.', u'Northwestern', 23, 49, 8, 22, 12, 17, 7, 27, 34, 11, 3, 5, 15, 12, 66, 23, 61, 6, 26, 5, 7, 8, 20, 28, 8, 9, 3, 9, 19, 57, 65.2, u'', u'Mississippi St.', u'Northwestern']",0.5581437561040963,0.4418562438959037,"['Mississippi St.Northwestern11-19', '11/19/23', 'Mississippi St. -1.8, 65-63 (58%)', 65.22039079476899, 63.41108722346694, 66.0, 57.0, 30.0, 45.0, 65.50354396646588, 73.23886963379778]"
LSUWake Forest11-19,11/19/23,SEC vs. ACC,84 LSU vs. 88 Wake Forest,"LSU -0.3, 75-74 (51%)",71.46397475555662,0,1,LSU,107.72927073806986,99.46483303072203,0.7146135338707605,1.0,74.28179367523785,Wake Forest,111.78570616260671,103.63637169179174,0.7048490144831171,0.0,73.97624701048304,69.61499245290652,,,1,"LSU, 86-80",69.87777777777778,78.6125,86.0,80.0,LSU,Wake Forest,69.5357916626765,69.6386987701941,111.2354163972127,94.5236670096704,106.23246974628124,107.0093102835693,1.0,0.0,1.0,0.7902988929039434,0.7823351910788545,738843,1.0939736047066306,1.0176498648433774,1.055811734775004,84,88,0.8667107390972928,0.47906488435868444,"[u'11/19/2023', 225, u'LSU', u'Wake Forest', 29, 71, 7, 18, 21, 31, 18, 25, 43, 7, 13, 7, 11, 22, 86, 28, 60, 8, 23, 16, 20, 9, 30, 39, 15, 6, 8, 18, 19, 80, 78.6125, u'', u'LSU', u'Wake Forest']",0.511848038174915,0.488151961825085,"['LSUWake Forest11-19', '11/19/23', 'LSU -0.6, 76-75 (52%)', 75.23863316007014, 74.66214920087181, 86.0, 80.0, 73.0, 80.0, 70.30943205656763, 72.29422690734785]"
San Diego St.Washington11-19,11/19/23,MWC vs. P12,20 San Diego St. vs. 62 Washington,"San Diego St. -5.2, 77-71 (69%)",70.37335847837227,0,1,San Diego St.,111.66507359389402,93.06592002108326,0.8904409433759481,1.0,76.53125268630384,Washington,111.1271576822348,99.39316830419271,0.7830118143689931,0.0,71.3141667910645,72.14915501720611,,Washington,1,"San Diego St., 100-97",72.19999999999999,81.225,100.0,97.0,San Diego St.,Washington,68.91839173894486,72.3755159012501,129.41656830507566,112.6099704056009,134.4641081828887,115.1937874655268,1.0,0.0,1.0,0.7138015846496831,0.5254708152224882,738843,1.2311480455524777,1.1942136041859035,1.2126808248691907,20,62,0.8319793560835697,0.8555532179666451,"[u'11/19/2023', 225, u'San Diego St.', u'Washington', 30, 69, 9, 22, 31, 41, 17, 25, 42, 19, 10, 4, 8, 19, 100, 36, 68, 7, 23, 18, 21, 8, 27, 35, 27, 7, 2, 13, 27, 97, 81.225, u'', u'San Diego St.', u'Washington']",0.6925244924471402,0.3074755075528598,"['San Diego St.Washington11-19', '11/19/23', 'San Diego St. -6.5, 76-69 (74%)', 75.59788359377892, 69.12839648667654, 100.0, 97.0, 14.0, 68.0, 72.54825788326649, 66.6180222243249]"
